school_code,school_name,sido,sigungu,CSI,CDI,priority_score,priority_level,policy_strategy_group,supply_demand_matrix_3x3,kmeans_cluster_label,recommended_policy_1,recommended_policy_1_score,recommended_policy_2,recommended_policy_2_score,recommended_policy_3,recommended_policy_3_score,recommended_policy_reason
480041183,김해대청고등학교,경남,김해시,0.5666666666666667,0.5184527741126427,-0.04821389255402397,우선 지원,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.908,고수요 상담 프로그램 확대,0.703,현 수준 유지 및 정기 모니터링,0.571,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041417,장유고등학교,경남,김해시,0.5666666666666667,0.4936850309061514,-0.07298163576051525,우선 지원,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.903,고수요 상담 프로그램 확대,0.669,현 수준 유지 및 정기 모니터링,0.576,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041702,밀성고등학교,경남,밀양시,0.3333333333333333,0.2309249201268014,-0.1024084132065319,우선 지원,우선 보완형,최소 인프라 보완형,기초 인프라 보완 군집,전문상담교사 배치 또는 순회상담 연계,0.797,Wee클래스 신설 또는 운영 보완,0.722,현 수준 유지 및 정기 모니터링,0.476,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041415,웅상고등학교,경남,양산시,0.6,0.4906710176239188,-0.1093289823760812,우선 지원,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.696,고수요 상담 프로그램 확대,0.658,현 수준 유지 및 정기 모니터링,0.601,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.400)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041515,창원성민여자고등학교,경남,창원시,0.3333333333333333,0.2160852002125372,-0.1172481331207961,우선 지원,우선 보완형,최소 인프라 보완형,기초 인프라 보완 군집,전문상담교사 배치 또는 순회상담 연계,0.794,Wee클래스 신설 또는 운영 보완,0.717,현 수준 유지 및 정기 모니터링,0.486,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041175,김해가야고등학교,경남,김해시,0.6666666666666666,0.5472863698226381,-0.1193802968440285,우선 지원,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.894,고수요 상담 프로그램 확대,0.712,현 수준 유지 및 정기 모니터링,0.631,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041460,진해고등학교,경남,창원시,0.5666666666666667,0.4444742948353257,-0.122192371831341,우선 지원,우선 보완형,평균 관리형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.893,고수요 상담 프로그램 확대,0.605,현 수준 유지 및 정기 모니터링,0.59,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041937,창녕옥야고등학교,경남,창녕군,0.4666666666666666,0.3384229899504209,-0.1282436767162457,우선 지원,우선 보완형,잠재 취약형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.792,현 수준 유지 및 정기 모니터링,0.526,Wee센터 연계 강화,0.52,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041520,통영여자고등학교,경남,통영시,0.6666666666666666,0.5379996113598644,-0.1286670553068022,우선 지원,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.892,고수요 상담 프로그램 확대,0.72,현 수준 유지 및 정기 모니터링,0.644,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041612,거창고등학교,경남,거창군,0.3333333333333333,0.2003670618319507,-0.1329662715013826,우선 지원,우선 보완형,최소 인프라 보완형,기초 인프라 보완 군집,전문상담교사 배치 또는 순회상담 연계,0.791,Wee클래스 신설 또는 운영 보완,0.713,현 수준 유지 및 정기 모니터링,0.498,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041430,진양고등학교,경남,진주시,0.5666666666666667,0.4299922725792529,-0.1366743940874138,우선 지원,우선 보완형,평균 관리형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.89,현 수준 유지 및 정기 모니터링,0.6,고수요 상담 프로그램 확대,0.597,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041708,보광고등학교,경남,양산시,0.6,0.462749110224935,-0.137250889775065,우선 지원,우선 보완형,고수요 보완형,고수요 유지관리 군집,Wee센터 연계 강화,0.771,현 수준 유지 및 정기 모니터링,0.593,고수요 상담 프로그램 확대,0.59,해당 학교는 현재 지표 체계상 'Wee센터 연계 강화'의 적합도가 가장 높게 산출되었다. Wee센터 접근성 점수(0.100)가 낮아 이동형·온라인 상담 또는 권역별 연계 강화 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041684,마산제일여자고등학교,경남,창원시,0.5666666666666667,0.4267804431816355,-0.1398862234850312,모니터링,인력 취약형,평균 관리형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.889,현 수준 유지 및 정기 모니터링,0.602,고수요 상담 프로그램 확대,0.596,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041958,김해수남고등학교,경남,김해시,0.6,0.4566827658117095,-0.1433172341882905,모니터링,접근성 보완형,평균 관리형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.689,고수요 상담 프로그램 확대,0.63,현 수준 유지 및 정기 모니터링,0.619,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.400)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041798,용남고등학교,경남,사천시,0.4666666666666666,0.3200081800543061,-0.1466584866123605,모니터링,인력 취약형,잠재 취약형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.788,현 수준 유지 및 정기 모니터링,0.558,Wee센터 연계 강화,0.533,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041300,삼가고등학교,경남,합천군,0.3666666666666667,0.2179896347847718,-0.1486770318818949,모니터링,접근성 보완형,최소 인프라 보완형,기초 인프라 보완 군집,Wee클래스 신설 또는 운영 보완,0.745,Wee센터 연계 강화,0.685,현 수준 유지 및 정기 모니터링,0.482,해당 학교는 현재 지표 체계상 'Wee클래스 신설 또는 운영 보완'의 적합도가 가장 높게 산출되었다. Wee클래스 운영 점수(0.000)가 낮아 상담공간 및 기본 상담체계 보완이 필요한 것으로 나타났다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041930,거제제일고등학교,경남,거제시,0.6666666666666666,0.516495452569235,-0.1501712140974316,모니터링,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.887,고수요 상담 프로그램 확대,0.696,현 수준 유지 및 정기 모니터링,0.652,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041891,창원대산고등학교,경남,창원시,0.4666666666666666,0.3124777722384836,-0.154188894428183,모니터링,인력 취약형,잠재 취약형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.787,현 수준 유지 및 정기 모니터링,0.545,Wee센터 연계 강화,0.512,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041500,충무고등학교,경남,통영시,0.7999999999999999,0.6410513307138559,-0.158948669286144,모니터링,우선 보완형,고수요 보완형,고수요 유지관리 군집,고수요 상담 프로그램 확대,0.819,현 수준 유지 및 정기 모니터링,0.708,전문상담교사 배치 또는 순회상담 연계,0.686,해당 학교는 현재 지표 체계상 '고수요 상담 프로그램 확대'의 적합도가 가장 높게 산출되었다. 상담수요 규모와 실제 상담 이용 수준이 모두 높아 상담 프로그램 다양화 및 확대 검토가 적절한 것으로 나타났다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041105,거제중앙고등학교,경남,거제시,0.6666666666666666,0.5036207810746681,-0.1630458855919985,모니터링,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.885,고수요 상담 프로그램 확대,0.675,현 수준 유지 및 정기 모니터링,0.653,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041340,야로고등학교,경남,합천군,0.3666666666666667,0.1844406343958091,-0.1822260322708576,모니터링,접근성 보완형,최소 인프라 보완형,기초 인프라 보완 군집,Wee클래스 신설 또는 운영 보완,0.755,Wee센터 연계 강화,0.695,현 수준 유지 및 정기 모니터링,0.526,해당 학교는 현재 지표 체계상 'Wee클래스 신설 또는 운영 보완'의 적합도가 가장 높게 산출되었다. Wee클래스 운영 점수(0.000)가 낮아 상담공간 및 기본 상담체계 보완이 필요한 것으로 나타났다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041347,김해제일고등학교,경남,김해시,0.6666666666666666,0.4815972212739846,-0.1850694453926821,모니터링,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.88,현 수준 유지 및 정기 모니터링,0.648,고수요 상담 프로그램 확대,0.623,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041888,창원남고등학교,경남,창원시,0.6666666666666666,0.4777917526085974,-0.1888749140580692,모니터링,우선 보완형,고수요 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.779,현 수준 유지 및 정기 모니터링,0.667,고수요 상담 프로그램 확대,0.655,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041828,의령여자고등학교,경남,의령군,0.3333333333333333,0.1340136054421769,-0.1993197278911564,모니터링,인력 취약형,최소 인프라 보완형,기초 인프라 보완 군집,전문상담교사 배치 또는 순회상담 연계,0.702,Wee클래스 신설 또는 운영 보완,0.702,현 수준 유지 및 정기 모니터링,0.494,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041688,밀양동명고등학교,경남,밀양시,0.4666666666666666,0.2657045146747776,-0.200962151991889,모니터링,인력 취약형,최소 인프라 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.702,현 수준 유지 및 정기 모니터링,0.564,Wee센터 연계 강화,0.543,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041868,창선고등학교,경남,남해군,0.4666666666666666,0.2642742111882409,-0.2023924554784257,모니터링,인력 취약형,최소 인프라 보완형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.702,현 수준 유지 및 정기 모니터링,0.567,Wee센터 연계 강화,0.545,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.000)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
480041496,웅천고등학교,경남,창원시,0.6,0.3973463585582963,-0.2026536414417037,모니터링,접근성 보완형,평균 관리형,고수요 유지관리 군집,전문상담교사 배치 또는 순회상담 연계,0.677,현 수준 유지 및 정기 모니터링,0.646,고수요 상담 프로그램 확대,0.573,해당 학교는 현재 지표 체계상 '전문상담교사 배치 또는 순회상담 연계'의 적합도가 가장 높게 산출되었다. 상담인력 공급 점수(0.400)가 낮고 상담수요 규모가 상대적으로 높아 전문상담인력 확충 검토가 필요하다. 이는 실제 지원 확정이 아니라 정책 검토 우선순위 판단을 위한 추천 결과이다.
